0.000000000000000000e+00,2.151301739308951437e+04
2.083333333333333218e-02,2.065381739308951364e+04
4.166666666666666435e-02,2.067882041730974015e+04
6.250000000000000000e-02,2.070276955119295963e+04
8.333333333333332871e-02,2.072568400127862333e+04
1.041666666666666574e-01,2.077202097544421486e+04
1.250000000000000000e-01,2.087916427442844724e+04
1.458333333333333148e-01,2.097186375896769823e+04
1.666666666666666574e-01,2.104741859768217546e+04
1.875000000000000000e-01,2.110817340326759586e+04
2.083333333333333148e-01,2.115660479519412547e+04
2.291666666666666574e-01,2.119491349790706590e+04
2.500000000000000000e-01,2.122495023669524744e+04
2.708333333333333148e-01,2.124818843804531571e+04
2.916666666666666297e-01,2.166644750000000204e+04
3.125000000000000000e-01,2.129807653539218882e+04
3.333333333333333148e-01,2.133850467141829722e+04
3.541666666666666297e-01,2.166644750000000204e+04
3.750000000000000000e-01,2.141095836167768357e+04
3.958333333333333148e-01,2.059113084246746075e+04
4.166666666666666297e-01,2.156486327988449193e+04
4.375000000000000000e-01,2.166644750000000204e+04
4.583333333333333148e-01,2.152112650649251373e+04
4.791666666666666297e-01,2.128998027181748330e+04
5.000000000000000000e-01,2.136676752394713185e+04
5.208333333333332593e-01,2.147950527653746030e+04
5.416666666666666297e-01,2.124296140490360995e+04
5.625000000000000000e-01,2.166644750000000204e+04
5.833333333333332593e-01,2.109079980383707152e+04
6.041666666666666297e-01,2.148743286424329199e+04
6.250000000000000000e-01,2.150028378228468500e+04
6.458333333333332593e-01,2.094053263400144715e+04
6.666666666666666297e-01,2.090318500274838152e+04
6.875000000000000000e-01,2.092561448335036766e+04
7.083333333333332593e-01,2.095495088762281739e+04
7.291666666666666297e-01,2.098093076543346251e+04
7.500000000000000000e-01,2.100309580465947874e+04
7.708333333333332593e-01,2.102260051322784784e+04
7.916666666666666297e-01,2.104042020240772035e+04
8.125000000000000000e-01,2.105713993295975524e+04
8.333333333333332593e-01,2.107306184425434549e+04
8.541666666666666297e-01,2.108832600470251055e+04
8.750000000000000000e-01,2.110299103306920733e+04
8.958333333333332593e-01,2.111707929137311658e+04
9.166666666666666297e-01,2.113059965787138572e+04
9.375000000000000000e-01,2.114355794071872151e+04
9.583333333333332593e-01,2.115596106975716611e+04
9.791666666666666297e-01,2.116781840147708499e+04
1.000000000000000000e+00,2.117914180796929213e+04
1.020833333333333259e+00,2.118994532766138218e+04
1.041666666666666519e+00,2.064186748058236117e+04
1.062500000000000000e+00,1.981746853486878899e+04
1.083333333333333259e+00,2.071925317965587965e+04
1.104166666666666519e+00,2.096804709848291895e+04
1.125000000000000000e+00,2.101406047547273192e+04
1.145833333333333259e+00,2.109676795208010662e+04
1.166666666666666519e+00,2.141268427963855720e+04
1.187500000000000000e+00,2.143784162648722122e+04
1.208333333333333259e+00,2.146491497600122602e+04
1.229166666666666519e+00,2.149012385998568789e+04
1.250000000000000000e+00,2.065482914037048249e+04
1.270833333333333259e+00,2.066303799588953916e+04
1.291666666666666519e+00,2.067407878988642187e+04
1.312500000000000000e+00,2.068421959988272283e+04
1.333333333333333259e+00,2.068993955066160561e+04
1.354166666666666519e+00,2.069833475297736368e+04
1.375000000000000000e+00,2.070600417663430562e+04
1.395833333333333259e+00,2.071299059008324548e+04
1.416666666666666519e+00,2.071562103245651451e+04
1.437500000000000000e+00,2.072110008223531258e+04
1.458333333333333259e+00,2.072588688559545699e+04
1.479166666666666519e+00,2.072572153200399771e+04
1.500000000000000000e+00,2.072890625089141395e+04
1.520833333333333259e+00,2.073128046258568793e+04
1.541666666666666519e+00,2.072751630514148928e+04
1.562500000000000000e+00,2.072170109129981211e+04
1.583333333333333259e+00,2.071342354319788137e+04
1.604166666666666519e+00,2.070300542901170775e+04
1.625000000000000000e+00,2.068048918162199334e+04
1.645833333333333259e+00,2.065384200178325773e+04
1.666666666666666519e+00,2.061626045357356634e+04
1.687500000000000000e+00,2.059510931037340924e+04
1.708333333333333259e+00,2.057981188691788338e+04
1.729166666666666519e+00,2.057747573177072991e+04
1.750000000000000000e+00,2.058409986657983245e+04
1.770833333333333259e+00,2.058590923761427257e+04
1.791666666666666519e+00,2.058994628474711135e+04
1.812500000000000000e+00,2.060029186962714448e+04
1.833333333333333259e+00,2.060683201366312278e+04
1.854166666666666519e+00,2.061939636076074021e+04
1.875000000000000000e+00,2.063273860825565498e+04
1.895833333333333259e+00,2.064199429531934584e+04
1.916666666666666519e+00,2.065138187960846335e+04
